日付,場名,場コード,レース,賭式,組番,オッズ
2025-05-19,四日市,48,9R,sanrenfuku,1-2-6,42.9
2025-05-19,四日市,48,9R,sanrenfuku,1-2-7,11.8
2025-05-19,四日市,48,9R,sanrenfuku,1-3-4,34.9
2025-05-19,四日市,48,9R,sanrenfuku,1-3-5,29.4
2025-05-19,四日市,48,9R,sanrenfuku,1-3-6,14.3
2025-05-19,四日市,48,9R,sanrenfuku,1-3-7,4.6
2025-05-19,四日市,48,9R,sanrenfuku,1-4-5,20.6
2025-05-19,四日市,48,9R,sanrenfuku,1-4-6,42.9
2025-05-19,四日市,48,9R,sanrenfuku,1-4-7,14.7
2025-05-19,四日市,48,9R,sanrenfuku,1-5-6,55.8
2025-05-19,四日市,48,9R,sanrenfuku,1-5-7,24.2
2025-05-19,四日市,48,9R,sanrenfuku,1-6-7,16.4
2025-05-19,四日市,48,9R,sanrenfuku,2-3-4,50.7
2025-05-19,四日市,48,9R,sanrenfuku,2-3-5,39.9
2025-05-19,四日市,48,9R,sanrenfuku,2-3-6,27.9
2025-05-19,四日市,48,9R,sanrenfuku,2-3-7,24.2
2025-05-19,四日市,48,9R,sanrenfuku,2-4-5,15.9
2025-05-19,四日市,48,9R,sanrenfuku,2-4-6,46.5
2025-05-19,四日市,48,9R,sanrenfuku,2-4-7,79.8
2025-05-19,四日市,48,9R,sanrenfuku,2-5-6,42.9
2025-05-19,四日市,48,9R,sanrenfuku,2-5-7,42.9
2025-05-19,四日市,48,9R,sanrenfuku,2-6-7,42.9
2025-05-19,四日市,48,9R,sanrenfuku,3-4-5,111.7
2025-05-19,四日市,48,9R,sanrenfuku,3-4-6,22.3
2025-05-19,四日市,48,9R,sanrenfuku,3-4-7,55.8
2025-05-19,四日市,48,9R,sanrenfuku,3-5-6,69.8
2025-05-19,四日市,48,9R,sanrenfuku,3-5-7,79.8
2025-05-19,四日市,48,9R,sanrenfuku,3-6-7,25.3
2025-05-19,四日市,48,9R,sanrenfuku,4-5-6,46.5
2025-05-19,四日市,48,9R,sanrenfuku,4-5-7,55.8
2025-05-19,四日市,48,9R,sanrenfuku,4-6-7,69.8
2025-05-19,四日市,48,9R,sanrenfuku,5-6-7,79.8
2025-05-19,四日市,48,9R,wide,1-2,4.1〜5.6
2025-05-19,四日市,48,9R,wide,1-3,3.6〜4.7
2025-05-19,四日市,48,9R,wide,1-4,3.6〜4.7
2025-05-19,四日市,48,9R,wide,1-5,6.9〜8.8
2025-05-19,四日市,48,9R,wide,1-6,1.2〜1.3
2025-05-19,四日市,48,9R,wide,1-7,2.2〜2.8
2025-05-19,四日市,48,9R,wide,2-3,6.6〜6.9
2025-05-19,四日市,48,9R,wide,2-4,6.6〜7.0
2025-05-19,四日市,48,9R,wide,2-5,6.8〜7.0
2025-05-19,四日市,48,9R,wide,2-6,3.5〜4.7
2025-05-19,四日市,48,9R,wide,2-7,8.2〜9.1
2025-05-19,四日市,48,9R,wide,3-4,12.6〜13.5
2025-05-19,四日市,48,9R,wide,3-5,8.8〜9.1
2025-05-19,四日市,48,9R,wide,3-6,5.0〜7.0
2025-05-19,四日市,48,9R,wide,3-7,6.2〜7.1
2025-05-19,四日市,48,9R,wide,4-5,8.8〜9.4
2025-05-19,四日市,48,9R,wide,4-6,5.0〜7.0
2025-05-19,四日市,48,9R,wide,4-7,23.5〜26.7
2025-05-19,四日市,48,9R,wide,5-6,10.0〜13.6
2025-05-19,四日市,48,9R,wide,5-7,24.2〜26.7
2025-05-19,四日市,48,9R,wide,6-7,6.1〜9.3
2025-05-19,岸和田,56,1R,niwakutan,1-2,9999.9
2025-05-19,岸和田,56,1R,niwakutan,1-3,9999.9
2025-05-19,岸和田,56,1R,niwakutan,1-4,9999.9
2025-05-19,岸和田,56,1R,niwakutan,1-5,9999.9
2025-05-19,岸和田,56,1R,niwakutan,1-6,9999.9
2025-05-19,岸和田,56,1R,niwakutan,2-1,9999.9
2025-05-19,岸和田,56,1R,niwakutan,2-3,9999.9
2025-05-19,岸和田,56,1R,niwakutan,2-4,9999.9
2025-05-19,岸和田,56,1R,niwakutan,2-5,9999.9
2025-05-19,岸和田,56,1R,niwakutan,2-6,9999.9
2025-05-19,岸和田,56,1R,niwakutan,3-1,9999.9
2025-05-19,岸和田,56,1R,niwakutan,3-2,9999.9
2025-05-19,岸和田,56,1R,niwakutan,3-4,9999.9
2025-05-19,岸和田,56,1R,niwakutan,3-5,9999.9
2025-05-19,岸和田,56,1R,niwakutan,3-6,9999.9
2025-05-19,岸和田,56,1R,niwakutan,4-1,9999.9
2025-05-19,岸和田,56,1R,niwakutan,4-2,9999.9
2025-05-19,岸和田,56,1R,niwakutan,4-3,9999.9
2025-05-19,岸和田,56,1R,niwakutan,4-5,9999.9
2025-05-19,岸和田,56,1R,niwakutan,4-6,9999.9
2025-05-19,岸和田,56,1R,niwakutan,5-1,9999.9
2025-05-19,岸和田,56,1R,niwakutan,5-2,9999.9
2025-05-19,岸和田,56,1R,niwakutan,5-3,9999.9
2025-05-19,岸和田,56,1R,niwakutan,5-4,9999.9
2025-05-19,岸和田,56,1R,niwakutan,5-6,9999.9
2025-05-19,岸和田,56,1R,niwakutan,6-1,9999.9
2025-05-19,岸和田,56,1R,niwakutan,6-2,9999.9
2025-05-19,岸和田,56,1R,niwakutan,6-3,9999.9
2025-05-19,岸和田,56,1R,niwakutan,6-4,9999.9
2025-05-19,岸和田,56,1R,niwakutan,6-5,9999.9
2025-05-19,岸和田,56,1R,niwakutan,6-6,9999.9
2025-05-19,岸和田,56,1R,niwakufuku,1-2,9999.9
2025-05-19,岸和田,56,1R,niwakufuku,1-3,9999.9
2025-05-19,岸和田,56,1R,niwakufuku,1-4,9999.9
2025-05-19,岸和田,56,1R,niwakufuku,1-5,9999.9
2025-05-19,岸和田,56,1R,niwakufuku,1-6,9999.9
2025-05-19,岸和田,56,1R,niwakufuku,2-3,9999.9
2025-05-19,岸和田,56,1R,niwakufuku,2-4,9999.9
2025-05-19,岸和田,56,1R,niwakufuku,2-5,9999.9
2025-05-19,岸和田,56,1R,niwakufuku,2-6,9999.9
2025-05-19,岸和田,56,1R,niwakufuku,3-4,9999.9
2025-05-19,岸和田,56,1R,niwakufuku,3-5,9999.9
2025-05-19,岸和田,56,1R,niwakufuku,3-6,9999.9
2025-05-19,岸和田,56,1R,niwakufuku,4-5,9999.9
2025-05-19,岸和田,56,1R,niwakufuku,4-6,9999.9
2025-05-19,岸和田,56,1R,niwakufuku,5-6,9999.9
2025-05-19,岸和田,56,1R,niwakufuku,6-6,9999.9
2025-05-19,岸和田,56,1R,nirentan,1-2,18.8
2025-05-19,岸和田,56,1R,nirentan,1-3,19.5
2025-05-19,岸和田,56,1R,nirentan,1-4,6.9
2025-05-19,岸和田,56,1R,nirentan,1-5,5.9
2025-05-19,岸和田,56,1R,nirentan,1-6,226.9
2025-05-19,岸和田,56,1R,nirentan,1-7,18.4
2025-05-19,岸和田,56,1R,nirentan,2-1,20.9
2025-05-19,岸和田,56,1R,nirentan,2-3,34.8
2025-05-19,岸和田,56,1R,nirentan,2-4,24.9
2025-05-19,岸和田,56,1R,nirentan,2-5,37.8
2025-05-19,岸和田,56,1R,nirentan,2-6,111.3
2025-05-19,岸和田,56,1R,nirentan,2-7,29.8
2025-05-19,岸和田,56,1R,nirentan,3-1,30.4
2025-05-19,岸和田,56,1R,nirentan,3-2,57.8
2025-05-19,岸和田,56,1R,nirentan,3-4,56.7
2025-05-19,岸和田,56,1R,nirentan,3-5,65.4
2025-05-19,岸和田,56,1R,nirentan,3-6,246.3
2025-05-19,岸和田,56,1R,nirentan,3-7,16.6
2025-05-19,岸和田,56,1R,nirentan,4-1,13.7
2025-05-19,岸和田,56,1R,nirentan,4-2,45.3
2025-05-19,岸和田,56,1R,nirentan,4-3,67.6
2025-05-19,岸和田,56,1R,nirentan,4-5,22.2
2025-05-19,岸和田,56,1R,nirentan,4-6,312.8
2025-05-19,岸和田,56,1R,nirentan,4-7,59.6
2025-05-19,岸和田,56,1R,nirentan,5-1,6.9
2025-05-19,岸和田,56,1R,nirentan,5-2,85.1
2025-05-19,岸和田,56,1R,nirentan,5-3,94.8
2025-05-19,岸和田,56,1R,nirentan,5-4,30.3
2025-05-19,岸和田,56,1R,nirentan,5-6,445.2
2025-05-19,岸和田,56,1R,nirentan,5-7,102.4
2025-05-19,岸和田,56,1R,nirentan,6-1,643.1
2025-05-19,岸和田,56,1R,nirentan,6-2,413.4
2025-05-19,岸和田,56,1R,nirentan,6-3,551.2
2025-05-19,岸和田,56,1R,nirentan,6-4,771.7
2025-05-19,岸和田,56,1R,nirentan,6-5,826.8
2025-05-19,岸和田,56,1R,nirentan,6-7,361.7
2025-05-19,岸和田,56,1R,nirentan,7-1,54.8
2025-05-19,岸和田,56,1R,nirentan,7-2,53.5
2025-05-19,岸和田,56,1R,nirentan,7-3,18.7
2025-05-19,岸和田,56,1R,nirentan,7-4,62.9
2025-05-19,岸和田,56,1R,nirentan,7-5,80.9
2025-05-19,岸和田,56,1R,nirentan,7-6,89.0
2025-05-19,岸和田,56,1R,nirenfuku,1-2,10.3
2025-05-19,岸和田,56,1R,nirenfuku,1-3,12.0
2025-05-19,岸和田,56,1R,nirenfuku,1-4,4.5
2025-05-19,岸和田,56,1R,nirenfuku,1-5,3.1
2025-05-19,岸和田,56,1R,nirenfuku,1-6,162.9
2025-05-19,岸和田,56,1R,nirenfuku,1-7,16.5
2025-05-19,岸和田,56,1R,nirenfuku,2-3,25.8
2025-05-19,岸和田,56,1R,nirenfuku,2-4,16.1
2025-05-19,岸和田,56,1R,nirenfuku,2-5,26.8
2025-05-19,岸和田,56,1R,nirenfuku,2-6,109.6
2025-05-19,岸和田,56,1R,nirenfuku,2-7,20.2
2025-05-19,岸和田,56,1R,nirenfuku,3-4,32.2
2025-05-19,岸和田,56,1R,nirenfuku,3-5,43.5
2025-05-19,岸和田,56,1R,nirenfuku,3-6,146.2
2025-05-19,岸和田,56,1R,nirenfuku,3-7,9.5
2025-05-19,岸和田,56,1R,nirenfuku,4-5,9.0
2025-05-19,岸和田,56,1R,nirenfuku,4-6,178.1
2025-05-19,岸和田,56,1R,nirenfuku,4-7,32.2
2025-05-19,岸和田,56,1R,nirenfuku,5-6,316.7
2025-05-19,岸和田,56,1R,nirenfuku,5-7,41.3
2025-05-19,岸和田,56,1R,nirenfuku,6-7,79.1
2025-05-19,岸和田,56,1R,sanrentan,1-2-3,105.2
2025-05-19,岸和田,56,1R,sanrentan,1-2-4,38.1
2025-05-19,岸和田,56,1R,sanrentan,1-2-5,53.7
2025-05-19,岸和田,56,1R,sanrentan,1-2-6,543.1
2025-05-19,岸和田,56,1R,sanrentan,1-2-7,112.0
2025-05-19,岸和田,56,1R,sanrentan,1-3-2,108.5
2025-05-19,岸和田,56,1R,sanrentan,1-3-4,87.7
2025-05-19,岸和田,56,1R,sanrentan,1-3-5,89.4
2025-05-19,岸和田,56,1R,sanrentan,1-3-6,386.3
2025-05-19,岸和田,56,1R,sanrentan,1-3-7,59.5
2025-05-19,岸和田,56,1R,sanrentan,1-4-2,29.9
2025-05-19,岸和田,56,1R,sanrentan,1-4-3,67.0
2025-05-19,岸和田,56,1R,sanrentan,1-4-5,9.7
2025-05-19,岸和田,56,1R,sanrentan,1-4-6,342.8
2025-05-19,岸和田,56,1R,sanrentan,1-4-7,62.6
2025-05-19,岸和田,56,1R,sanrentan,1-5-2,45.0
2025-05-19,岸和田,56,1R,sanrentan,1-5-3,55.9
2025-05-19,岸和田,56,1R,sanrentan,1-5-4,8.5
2025-05-19,岸和田,56,1R,sanrentan,1-5-6,280.7
2025-05-19,岸和田,56,1R,sanrentan,1-5-7,50.2
2025-05-19,岸和田,56,1R,sanrentan,1-6-2,1286.9
2025-05-19,岸和田,56,1R,sanrentan,1-6-3,1520.8
2025-05-19,岸和田,56,1R,sanrentan,1-6-4,1107.9
2025-05-19,岸和田,56,1R,sanrentan,1-6-5,1100.6
2025-05-19,岸和田,56,1R,sanrentan,1-6-7,909.2
2025-05-19,岸和田,56,1R,sanrentan,1-7-2,139.9
2025-05-19,岸和田,56,1R,sanrentan,1-7-3,77.8
2025-05-19,岸和田,56,1R,sanrentan,1-7-4,96.0
2025-05-19,岸和田,56,1R,sanrentan,1-7-5,93.9
2025-05-19,岸和田,56,1R,sanrentan,1-7-6,242.8
2025-05-19,岸和田,56,1R,sanrentan,2-1-3,162.1
2025-05-19,岸和田,56,1R,sanrentan,2-1-4,51.9
2025-05-19,岸和田,56,1R,sanrentan,2-1-5,67.9
2025-05-19,岸和田,56,1R,sanrentan,2-1-6,650.9
2025-05-19,岸和田,56,1R,sanrentan,2-1-7,157.9
2025-05-19,岸和田,56,1R,sanrentan,2-3-1,221.0
2025-05-19,岸和田,56,1R,sanrentan,2-3-4,186.9
2025-05-19,岸和田,56,1R,sanrentan,2-3-5,358.2
2025-05-19,岸和田,56,1R,sanrentan,2-3-6,463.4
2025-05-19,岸和田,56,1R,sanrentan,2-3-7,97.7
2025-05-19,岸和田,56,1R,sanrentan,2-4-1,71.0
2025-05-19,岸和田,56,1R,sanrentan,2-4-3,204.7
2025-05-19,岸和田,56,1R,sanrentan,2-4-5,59.5
2025-05-19,岸和田,56,1R,sanrentan,2-4-6,434.5
2025-05-19,岸和田,56,1R,sanrentan,2-4-7,128.0
2025-05-19,岸和田,56,1R,sanrentan,2-5-1,86.9
2025-05-19,岸和田,56,1R,sanrentan,2-5-3,333.2
2025-05-19,岸和田,56,1R,sanrentan,2-5-4,80.4
2025-05-19,岸和田,56,1R,sanrentan,2-5-6,442.5
2025-05-19,岸和田,56,1R,sanrentan,2-5-7,207.8
2025-05-19,岸和田,56,1R,sanrentan,2-6-1,1493.7
2025-05-19,岸和田,56,1R,sanrentan,2-6-3,828.2
2025-05-19,岸和田,56,1R,sanrentan,2-6-4,894.6
2025-05-19,岸和田,56,1R,sanrentan,2-6-5,1349.1
2025-05-19,岸和田,56,1R,sanrentan,2-6-7,544.9
2025-05-19,岸和田,56,1R,sanrentan,2-7-1,206.0
2025-05-19,岸和田,56,1R,sanrentan,2-7-3,125.3
2025-05-19,岸和田,56,1R,sanrentan,2-7-4,133.9
2025-05-19,岸和田,56,1R,sanrentan,2-7-5,204.0
2025-05-19,岸和田,56,1R,sanrentan,2-7-6,154.4
2025-05-19,岸和田,56,1R,sanrentan,3-1-2,222.4
2025-05-19,岸和田,56,1R,sanrentan,3-1-4,191.1
2025-05-19,岸和田,56,1R,sanrentan,3-1-5,145.2
2025-05-19,岸和田,56,1R,sanrentan,3-1-6,820.0
2025-05-19,岸和田,56,1R,sanrentan,3-1-7,124.1
2025-05-19,岸和田,56,1R,sanrentan,3-2-1,323.5
2025-05-19,岸和田,56,1R,sanrentan,3-2-4,332.5
2025-05-19,岸和田,56,1R,sanrentan,3-2-5,458.3
2025-05-19,岸和田,56,1R,sanrentan,3-2-6,857.9
2025-05-19,岸和田,56,1R,sanrentan,3-2-7,169.8
2025-05-19,岸和田,56,1R,sanrentan,3-4-1,318.0
2025-05-19,岸和田,56,1R,sanrentan,3-4-2,355.1
2025-05-19,岸和田,56,1R,sanrentan,3-4-5,298.2
2025-05-19,岸和田,56,1R,sanrentan,3-4-6,1286.9
2025-05-19,岸和田,56,1R,sanrentan,3-4-7,239.6
2025-05-19,岸和田,56,1R,sanrentan,3-5-1,264.7
2025-05-19,岸和田,56,1R,sanrentan,3-5-2,544.9
2025-05-19,岸和田,56,1R,sanrentan,3-5-4,306.4
2025-05-19,岸和田,56,1R,sanrentan,3-5-6,1327.7
2025-05-19,岸和田,56,1R,sanrentan,3-5-7,339.3
2025-05-19,岸和田,56,1R,sanrentan,3-6-1,2172.6
2025-05-19,岸和田,56,1R,sanrentan,3-6-2,1417.7
2025-05-19,岸和田,56,1R,sanrentan,3-6-4,2117.6
2025-05-19,岸和田,56,1R,sanrentan,3-6-5,3345.9
2025-05-19,岸和田,56,1R,sanrentan,3-6-7,580.8
2025-05-19,岸和田,56,1R,sanrentan,3-7-1,84.9
2025-05-19,岸和田,56,1R,sanrentan,3-7-2,99.1
2025-05-19,岸和田,56,1R,sanrentan,3-7-4,97.6
2025-05-19,岸和田,56,1R,sanrentan,3-7-5,117.3
2025-05-19,岸和田,56,1R,sanrentan,3-7-6,76.4
2025-05-19,岸和田,56,1R,sanrentan,4-1-2,60.6
2025-05-19,岸和田,56,1R,sanrentan,4-1-3,139.0
2025-05-19,岸和田,56,1R,sanrentan,4-1-5,19.2
2025-05-19,岸和田,56,1R,sanrentan,4-1-6,661.2
2025-05-19,岸和田,56,1R,sanrentan,4-1-7,142.0
2025-05-19,岸和田,56,1R,sanrentan,4-2-1,132.5
2025-05-19,岸和田,56,1R,sanrentan,4-2-3,302.5
2025-05-19,岸和田,56,1R,sanrentan,4-2-5,144.2
2025-05-19,岸和田,56,1R,sanrentan,4-2-6,844.9
2025-05-19,岸和田,56,1R,sanrentan,4-2-7,270.2
2025-05-19,岸和田,56,1R,sanrentan,4-3-1,290.4
2025-05-19,岸和田,56,1R,sanrentan,4-3-2,348.5
2025-05-19,岸和田,56,1R,sanrentan,4-3-5,337.9
2025-05-19,岸和田,56,1R,sanrentan,4-3-6,1429.8
2025-05-19,岸和田,56,1R,sanrentan,4-3-7,349.9
2025-05-19,岸和田,56,1R,sanrentan,4-5-1,29.4
2025-05-19,岸和田,56,1R,sanrentan,4-5-2,105.8
2025-05-19,岸和田,56,1R,sanrentan,4-5-3,214.4
2025-05-19,岸和田,56,1R,sanrentan,4-5-6,677.3
2025-05-19,岸和田,56,1R,sanrentan,4-5-7,174.4
2025-05-19,岸和田,56,1R,sanrentan,4-6-1,2389.9
2025-05-19,岸和田,56,1R,sanrentan,4-6-2,1901.1
2025-05-19,岸和田,56,1R,sanrentan,4-6-3,3559.5
2025-05-19,岸和田,56,1R,sanrentan,4-6-5,2015.6
2025-05-19,岸和田,56,1R,sanrentan,4-6-7,2091.2
2025-05-19,岸和田,56,1R,sanrentan,4-7-1,297.1
2025-05-19,岸和田,56,1R,sanrentan,4-7-2,367.6
2025-05-19,岸和田,56,1R,sanrentan,4-7-3,413.0
2025-05-19,岸和田,56,1R,sanrentan,4-7-5,322.9
2025-05-19,岸和田,56,1R,sanrentan,4-7-6,853.5
2025-05-19,岸和田,56,1R,sanrentan,5-1-2,81.4
2025-05-19,岸和田,56,1R,sanrentan,5-1-3,108.0
2025-05-19,岸和田,56,1R,sanrentan,5-1-4,18.0
2025-05-19,岸和田,56,1R,sanrentan,5-1-6,555.8
2025-05-19,岸和田,56,1R,sanrentan,5-1-7,105.6
2025-05-19,岸和田,56,1R,sanrentan,5-2-1,177.2
2025-05-19,岸和田,56,1R,sanrentan,5-2-3,534.4
2025-05-19,岸和田,56,1R,sanrentan,5-2-4,205.5
2025-05-19,岸和田,56,1R,sanrentan,5-2-6,1317.3
2025-05-19,岸和田,56,1R,sanrentan,5-2-7,479.3
2025-05-19,岸和田,56,1R,sanrentan,5-3-1,295.5
2025-05-19,岸和田,56,1R,sanrentan,5-3-2,669.1
2025-05-19,岸和田,56,1R,sanrentan,5-3-4,479.3
2025-05-19,岸和田,56,1R,sanrentan,5-3-6,2015.6
2025-05-19,岸和田,56,1R,sanrentan,5-3-7,565.1
2025-05-19,岸和田,56,1R,sanrentan,5-4-1,30.1
2025-05-19,岸和田,56,1R,sanrentan,5-4-2,120.7
2025-05-19,岸和田,56,1R,sanrentan,5-4-3,256.1
2025-05-19,岸和田,56,1R,sanrentan,5-4-6,753.5
2025-05-19,岸和田,56,1R,sanrentan,5-4-7,213.3
2025-05-19,岸和田,56,1R,sanrentan,5-6-1,1945.3
2025-05-19,岸和田,56,1R,sanrentan,5-6-2,3041.7
2025-05-19,岸和田,56,1R,sanrentan,5-6-3,3485.3
2025-05-19,岸和田,56,1R,sanrentan,5-6-4,1858.8
2025-05-19,岸和田,56,1R,sanrentan,5-6-7,2172.6
2025-05-19,岸和田,56,1R,sanrentan,5-7-1,309.2
2025-05-19,岸和田,56,1R,sanrentan,5-7-2,615.0
2025-05-19,岸和田,56,1R,sanrentan,5-7-3,680.0
2025-05-19,岸和田,56,1R,sanrentan,5-7-4,455.8
2025-05-19,岸和田,56,1R,sanrentan,5-7-6,1349.1
2025-05-19,岸和田,56,1R,sanrentan,6-1-2,2835.5
2025-05-19,岸和田,56,1R,sanrentan,6-1-3,5069.6
2025-05-19,岸和田,56,1R,sanrentan,6-1-4,4647.1
2025-05-19,岸和田,56,1R,sanrentan,6-1-5,3890.6
2025-05-19,岸和田,56,1R,sanrentan,6-1-7,4920.5
2025-05-19,岸和田,56,1R,sanrentan,6-2-1,3890.6
2025-05-19,岸和田,56,1R,sanrentan,6-2-3,1779.7
2025-05-19,岸和田,56,1R,sanrentan,6-2-4,2424.5
2025-05-19,岸和田,56,1R,sanrentan,6-2-5,4647.1
2025-05-19,岸和田,56,1R,sanrentan,6-2-7,1467.5
2025-05-19,岸和田,56,1R,sanrentan,6-3-1,4920.5
2025-05-19,岸和田,56,1R,sanrentan,6-3-2,2015.6
2025-05-19,岸和田,56,1R,sanrentan,6-3-4,3636.8
2025-05-19,岸和田,56,1R,sanrentan,6-3-5,5396.6
2025-05-19,岸和田,56,1R,sanrentan,6-3-7,1001.7
2025-05-19,岸和田,56,1R,sanrentan,6-4-1,4402.5
2025-05-19,岸和田,56,1R,sanrentan,6-4-2,2935.0
2025-05-19,岸和田,56,1R,sanrentan,6-4-3,4920.5
2025-05-19,岸和田,56,1R,sanrentan,6-4-5,3280.3
2025-05-19,岸和田,56,1R,sanrentan,6-4-7,4182.4
2025-05-19,岸和田,56,1R,sanrentan,6-5-1,4779.9
2025-05-19,岸和田,56,1R,sanrentan,6-5-2,4521.5
2025-05-19,岸和田,56,1R,sanrentan,6-5-3,7273.7
2025-05-19,岸和田,56,1R,sanrentan,6-5-4,3802.2
2025-05-19,岸和田,56,1R,sanrentan,6-5-7,4920.5
2025-05-19,岸和田,56,1R,sanrentan,6-7-1,3717.7
2025-05-19,岸和田,56,1R,sanrentan,6-7-2,1317.3
2025-05-19,岸和田,56,1R,sanrentan,6-7-3,978.3
2025-05-19,岸和田,56,1R,sanrentan,6-7-4,3156.5
2025-05-19,岸和田,56,1R,sanrentan,6-7-5,3983.2
2025-05-19,岸和田,56,1R,sanrentan,7-1-2,342.1
2025-05-19,岸和田,56,1R,sanrentan,7-1-3,215.5
2025-05-19,岸和田,56,1R,sanrentan,7-1-4,297.6
2025-05-19,岸和田,56,1R,sanrentan,7-1-5,220.1
2025-05-19,岸和田,56,1R,sanrentan,7-1-6,645.9
2025-05-19,岸和田,56,1R,sanrentan,7-2-1,339.3
2025-05-19,岸和田,56,1R,sanrentan,7-2-3,137.5
2025-05-19,岸和田,56,1R,sanrentan,7-2-4,199.1
2025-05-19,岸和田,56,1R,sanrentan,7-2-5,349.2
2025-05-19,岸和田,56,1R,sanrentan,7-2-6,211.2
2025-05-19,岸和田,56,1R,sanrentan,7-3-1,124.1
2025-05-19,岸和田,56,1R,sanrentan,7-3-2,84.1
2025-05-19,岸和田,56,1R,sanrentan,7-3-4,113.9
2025-05-19,岸和田,56,1R,sanrentan,7-3-5,155.9
2025-05-19,岸和田,56,1R,sanrentan,7-3-6,78.3
2025-05-19,岸和田,56,1R,sanrentan,7-4-1,434.5
2025-05-19,岸和田,56,1R,sanrentan,7-4-2,318.0
2025-05-19,岸和田,56,1R,sanrentan,7-4-3,310.3
2025-05-19,岸和田,56,1R,sanrentan,7-4-5,410.0
2025-05-19,岸和田,56,1R,sanrentan,7-4-6,500.8
2025-05-19,岸和田,56,1R,sanrentan,7-5-1,279.2
2025-05-19,岸和田,56,1R,sanrentan,7-5-2,486.3
2025-05-19,岸和田,56,1R,sanrentan,7-5-3,359.0
2025-05-19,岸和田,56,1R,sanrentan,7-5-4,356.7
2025-05-19,岸和田,56,1R,sanrentan,7-5-6,708.8
2025-05-19,岸和田,56,1R,sanrentan,7-6-1,875.9
2025-05-19,岸和田,56,1R,sanrentan,7-6-2,309.2
2025-05-19,岸和田,56,1R,sanrentan,7-6-3,200.8
2025-05-19,岸和田,56,1R,sanrentan,7-6-4,366.8
2025-05-19,岸和田,56,1R,sanrentan,7-6-5,593.2
2025-05-19,岸和田,56,1R,sanrenfuku,1-2-3,25.9
2025-05-19,岸和田,56,1R,sanrenfuku,1-2-4,11.7
2025-05-19,岸和田,56,1R,sanrenfuku,1-2-5,14.3
2025-05-19,岸和田,56,1R,sanrenfuku,1-2-6,189.4
2025-05-19,岸和田,56,1R,sanrenfuku,1-2-7,36.9
2025-05-19,岸和田,56,1R,sanrenfuku,1-3-4,23.8
2025-05-19,岸和田,56,1R,sanrenfuku,1-3-5,21.0
2025-05-19,岸和田,56,1R,sanrenfuku,1-3-6,244.2
2025-05-19,岸和田,56,1R,sanrenfuku,1-3-7,14.0
2025-05-19,岸和田,56,1R,sanrenfuku,1-4-5,2.1
2025-05-19,岸和田,56,1R,sanrenfuku,1-4-6,158.6
2025-05-19,岸和田,56,1R,sanrenfuku,1-4-7,24.6
2025-05-19,岸和田,56,1R,sanrenfuku,1-5-6,122.1
2025-05-19,岸和田,56,1R,sanrenfuku,1-5-7,22.9
2025-05-19,岸和田,56,1R,sanrenfuku,1-6-7,137.5
2025-05-19,岸和田,56,1R,sanrenfuku,2-3-4,39.9
2025-05-19,岸和田,56,1R,sanrenfuku,2-3-5,66.5
2025-05-19,岸和田,56,1R,sanrenfuku,2-3-6,158.6
2025-05-19,岸和田,56,1R,sanrenfuku,2-3-7,18.5
2025-05-19,岸和田,56,1R,sanrenfuku,2-4-5,20.6
2025-05-19,岸和田,56,1R,sanrenfuku,2-4-6,143.9
2025-05-19,岸和田,56,1R,sanrenfuku,2-4-7,39.8
2025-05-19,岸和田,56,1R,sanrenfuku,2-5-6,226.4
2025-05-19,岸和田,56,1R,sanrenfuku,2-5-7,73.3
2025-05-19,岸和田,56,1R,sanrenfuku,2-6-7,73.6
2025-05-19,岸和田,56,1R,sanrenfuku,3-4-5,40.4
2025-05-19,岸和田,56,1R,sanrenfuku,3-4-6,331.5
2025-05-19,岸和田,56,1R,sanrenfuku,3-4-7,29.6
2025-05-19,岸和田,56,1R,sanrenfuku,3-5-6,412.5
2025-05-19,岸和田,56,1R,sanrenfuku,3-5-7,47.8
2025-05-19,岸和田,56,1R,sanrenfuku,3-6-7,30.7
2025-05-19,岸和田,56,1R,sanrenfuku,4-5-6,193.3
2025-05-19,岸和田,56,1R,sanrenfuku,4-5-7,39.5
2025-05-19,岸和田,56,1R,sanrenfuku,4-6-7,157.3
2025-05-19,岸和田,56,1R,sanrenfuku,5-6-7,215.8
2025-05-19,岸和田,56,1R,wide,1-2,4.5〜5.6
2025-05-19,岸和田,56,1R,wide,1-3,6.0〜7.2
2025-05-19,岸和田,56,1R,wide,1-4,1.6〜2.1
2025-05-19,岸和田,56,1R,wide,1-5,1.5〜2.0
2025-05-19,岸和田,56,1R,wide,1-6,27.3〜31.2
2025-05-19,岸和田,56,1R,wide,1-7,6.0〜7.2
2025-05-19,岸和田,56,1R,wide,2-3,9.0〜9.8
2025-05-19,岸和田,56,1R,wide,2-4,4.0〜4.9
2025-05-19,岸和田,56,1R,wide,2-5,4.2〜5.1
2025-05-19,岸和田,56,1R,wide,2-6,26.2〜27.1
2025-05-19,岸和田,56,1R,wide,2-7,4.8〜5.1
2025-05-19,岸和田,56,1R,wide,3-4,8.0〜9.6
2025-05-19,岸和田,56,1R,wide,3-5,8.9〜10.9
2025-05-19,岸和田,56,1R,wide,3-6,25.8〜26.8
2025-05-19,岸和田,56,1R,wide,3-7,5.2〜5.5
2025-05-19,岸和田,56,1R,wide,4-5,1.6〜2.1
