date,venue_id,venue_name,race_no,rank_within_race,car_no,name_kanji,predicted_rank
2025-06-11,24,宇都宮,5,2,4,小菅　　誠,4.16
2025-06-11,24,宇都宮,5,3,3,金子　幸央,4.53
2025-06-11,24,宇都宮,5,4,1,内田　玄希,6.15
2025-06-11,24,宇都宮,5,5,6,肥後　尚己,6.32
2025-06-11,24,宇都宮,5,6,2,村田　瑞季,6.73
2025-06-11,24,宇都宮,6,1,5,筒井　裕哉,3.71
2025-06-11,24,宇都宮,6,2,4,川口　直人,3.98
2025-06-11,24,宇都宮,6,3,3,畑段　嵐士,4.37
2025-06-11,24,宇都宮,6,4,1,大崎飛雄馬,5.28
2025-06-11,24,宇都宮,6,5,2,宮下　貴之,6.09
2025-06-11,24,宇都宮,6,6,6,中山　拓人,9.17
2025-06-11,24,宇都宮,7,1,7,横関　裕樹,3.77
2025-06-11,24,宇都宮,7,2,4,富　　弥昭,4.02
2025-06-11,24,宇都宮,7,3,5,上田　裕和,4.57
2025-06-11,24,宇都宮,7,4,3,原　　真司,4.70
2025-06-11,24,宇都宮,7,5,6,北野　良栄,5.37
2025-06-11,24,宇都宮,7,6,2,稲村　好将,5.88
2025-06-11,24,宇都宮,7,7,1,山本　浩成,6.46
2025-06-11,24,宇都宮,8,1,4,小林　大介,3.10
2025-06-11,24,宇都宮,8,2,3,大森　慶一,4.33
2025-06-11,24,宇都宮,8,3,6,水谷　好宏,4.38
2025-06-11,24,宇都宮,8,4,2,中釜　章成,4.58
2025-06-11,24,宇都宮,8,5,7,岡田　泰地,5.47
2025-06-11,24,宇都宮,8,6,5,五日市　誠,5.62
2025-06-11,24,宇都宮,8,7,1,山口　多聞,6.00
2025-06-11,24,宇都宮,9,1,1,月森　亮輔,4.24
2025-06-11,24,宇都宮,9,2,2,角　令央奈,4.69
2025-06-11,24,宇都宮,9,3,3,佐々木眞也,4.73
2025-06-11,24,宇都宮,9,4,5,坂本　修一,4.89
2025-06-11,24,宇都宮,9,5,7,島川　将貴,5.16
2025-06-11,24,宇都宮,9,6,6,桐山敬太郎,5.31
2025-06-11,24,宇都宮,9,7,4,松尾　　透,5.47
2025-06-11,24,宇都宮,10,1,2,横山　尚則,3.85
2025-06-11,24,宇都宮,10,2,3,中本　匠栄,4.06
2025-06-11,24,宇都宮,10,3,4,川津　悠揮,4.20
2025-06-11,24,宇都宮,10,4,5,浮島　知稀,4.32
2025-06-11,24,宇都宮,10,5,1,中井　太祐,4.65
2025-06-11,24,宇都宮,10,6,7,立部　楓真,5.01
2025-06-11,24,宇都宮,10,7,6,鹿内　　翔,7.18
2025-06-11,24,宇都宮,11,1,1,川上　隆義,2.04
2025-06-11,24,宇都宮,11,2,2,松岡　孔明,4.28
2025-06-11,24,宇都宮,11,3,4,小橋　明紀,4.83
2025-06-11,24,宇都宮,11,4,6,谷口　幸司,4.98
2025-06-11,24,宇都宮,11,5,7,石川　雅望,5.44
2025-06-11,24,宇都宮,11,6,5,近藤　範昌,5.46
2025-06-11,24,宇都宮,11,7,3,稲毛　知也,5.99
2025-06-11,24,宇都宮,12,1,1,橋本　瑠偉,1.45
2025-06-11,24,宇都宮,12,2,6,志村　太賀,4.34
2025-06-11,24,宇都宮,12,3,5,武藤　龍生,4.36
2025-06-11,24,宇都宮,12,4,7,吉澤　純平,4.38
2025-06-11,24,宇都宮,12,5,2,高橋　　築,4.42
2025-06-11,24,宇都宮,12,6,4,松崎　広太,6.63
2025-06-11,24,宇都宮,12,7,3,佐々木悠葵,7.08
2025-06-11,27,京王閣,1,1,1,坂本　智哉,2.80
2025-06-11,27,京王閣,1,2,6,村上　清隆,3.75
2025-06-11,27,京王閣,1,3,3,木谷　　凉,4.18
2025-06-11,27,京王閣,1,4,4,石田　宏樹,5.48
2025-06-11,27,京王閣,1,5,5,高橋　京治,5.84
2025-06-11,27,京王閣,1,6,2,黒瀬　浩一,6.43
2025-06-11,27,京王閣,2,1,3,古寺　伸洋,3.12
2025-06-11,27,京王閣,2,2,2,市川　博章,3.14
2025-06-11,27,京王閣,2,3,5,門馬　琢麿,3.52
2025-06-11,27,京王閣,2,4,4,海野　敦男,5.51
2025-06-11,27,京王閣,2,5,1,櫻井　宏樹,5.84
2025-06-11,27,京王閣,2,6,6,木田　有隆,6.72
2025-06-11,27,京王閣,3,1,2,東　　隆之,3.25
2025-06-11,27,京王閣,3,2,1,三浦　大輝,3.79
2025-06-11,27,京王閣,3,3,7,阿部　利光,4.59
2025-06-11,27,京王閣,3,4,3,吉橋　秀城,4.97
2025-06-11,27,京王閣,3,5,4,米倉　剛志,5.12
2025-06-11,27,京王閣,3,6,6,笹川　竜治,5.52
2025-06-11,27,京王閣,3,7,5,中川　昌久,5.87
2025-06-11,27,京王閣,4,1,1,星野　しほ,3.35
2025-06-11,27,京王閣,4,2,2,藤巻絵里佳,3.52
2025-06-11,27,京王閣,4,3,4,田口　梓乃,5.50
2025-06-11,27,京王閣,4,4,6,片岡　美奈,5.63
2025-06-11,27,京王閣,4,5,5,岡村　育子,5.96
2025-06-11,27,京王閣,4,6,3,萩原　瑞生,6.36
2025-06-11,27,京王閣,5,1,7,加藤　健一,2.89
2025-06-11,27,京王閣,5,2,6,船山　真生,2.90
2025-06-11,27,京王閣,5,3,1,河野　淳吾,3.65
2025-06-11,27,京王閣,5,4,4,山口　　茂,4.15
2025-06-11,27,京王閣,5,5,5,水本　博行,5.13
2025-06-11,27,京王閣,5,6,3,吉松　賢二,5.45
2025-06-11,27,京王閣,5,7,2,越智　展孝,6.21
2025-06-11,27,京王閣,6,1,1,齋藤　一茂,2.33
2025-06-11,27,京王閣,6,2,5,林　　　昴,3.59
2025-06-11,27,京王閣,6,3,4,中園　朋亨,3.93
2025-06-11,27,京王閣,6,4,2,興呂木雄治,4.06
2025-06-11,27,京王閣,6,5,6,峠　　祐介,4.40
2025-06-11,27,京王閣,6,6,3,宮道　良輔,4.61
2025-06-11,27,京王閣,6,7,7,清水　邦章,5.33
2025-06-11,27,京王閣,7,1,5,黒滝　大翔,3.65
2025-06-11,27,京王閣,7,2,1,織茂雄一郎,4.17
2025-06-11,27,京王閣,7,3,4,齊藤紳一朗,4.40
2025-06-11,27,京王閣,7,4,6,永田　隼一,4.44
2025-06-11,27,京王閣,7,5,3,行成　大祐,4.57
2025-06-11,27,京王閣,7,6,2,湯浅　大輔,4.68
2025-06-11,27,京王閣,7,7,7,井上　典善,5.67
2025-06-11,27,京王閣,8,1,7,太田　美穂,3.27
2025-06-11,27,京王閣,8,2,1,柳原　真緒,3.30
2025-06-11,27,京王閣,8,3,6,藤田まりあ,3.53
2025-06-11,27,京王閣,8,4,3,成田可菜絵,3.92
2025-06-11,27,京王閣,8,5,4,渡口まりあ,4.13
2025-06-11,27,京王閣,8,6,5,岩崎ゆみこ,4.92
2025-06-11,27,京王閣,8,7,2,野寺　　楓,6.59
2025-06-11,27,京王閣,9,1,4,上吹越俊一,3.36
2025-06-11,27,京王閣,9,2,2,三澤　康人,4.00
2025-06-11,27,京王閣,9,3,3,池邉　　聖,4.20
2025-06-11,27,京王閣,9,4,7,田中　誇士,4.43
2025-06-11,27,京王閣,9,5,1,三好　陽一,4.98
2025-06-11,27,京王閣,9,6,5,小林　申太,5.46
2025-06-11,27,京王閣,9,7,6,河上　陽一,6.40
2025-06-11,27,京王閣,10,1,1,土田　武志,4.72
2025-06-11,27,京王閣,10,1,7,齋藤　宗徳,4.72
2025-06-11,27,京王閣,10,3,4,滝本　泰行,4.92
2025-06-11,27,京王閣,10,4,2,二條　祐也,5.84
2025-06-11,27,京王閣,10,5,3,中曽　直彦,5.88
2025-06-11,27,京王閣,10,6,5,樋口　開土,6.10
2025-06-11,27,京王閣,10,7,6,大森　光明,6.12
2025-06-11,27,京王閣,11,1,2,高木　和仁,4.57
2025-06-11,27,京王閣,11,2,3,近藤　雄太,4.69
2025-06-11,27,京王閣,11,3,5,野中　祐志,4.80
2025-06-11,27,京王閣,11,4,1,柿本　大貴,5.09
2025-06-11,27,京王閣,11,5,6,古川　宗行,5.23
2025-06-11,27,京王閣,11,6,4,須藤　　悟,6.18
2025-06-11,27,京王閣,11,7,7,橋本　凌汰,6.61
2025-06-11,43,岐阜,1,1,1,沢田　勇治,2.79
2025-06-11,43,岐阜,1,2,5,水木　裕聡,3.43
2025-06-11,43,岐阜,1,3,3,時松　　正,3.84
2025-06-11,43,岐阜,1,4,2,黒木　誠一,4.41
2025-06-11,43,岐阜,1,5,4,井上　将志,5.90
2025-06-11,43,岐阜,2,1,4,葉狩　伸泰,3.38
2025-06-11,43,岐阜,2,2,1,永原　　徹,3.48
2025-06-11,43,岐阜,2,3,3,鰐渕　正利,4.10
2025-06-11,43,岐阜,2,4,2,米丸　俊成,4.26
2025-06-11,43,岐阜,2,5,5,秋永　共之,5.25
2025-06-11,43,岐阜,3,1,1,中村美千隆,2.15
2025-06-11,43,岐阜,3,2,5,松本　充生,3.97
2025-06-11,43,岐阜,3,3,7,吉田　　悟,4.32
2025-06-11,43,岐阜,3,4,4,塚本　貴雄,4.66
2025-06-11,43,岐阜,3,5,3,友永　龍介,4.89
2025-06-11,43,岐阜,3,6,6,田島　高志,5.25
2025-06-11,43,岐阜,3,7,2,松尾　正人,5.72
2025-06-11,43,岐阜,4,1,2,眞砂　英作,2.76
2025-06-11,43,岐阜,4,2,4,坂田　　学,3.45
2025-06-11,43,岐阜,4,3,1,米村　光星,3.50
2025-06-11,43,岐阜,4,4,5,高倉　俊宏,3.91
2025-06-11,43,岐阜,4,5,3,城戸崎隆史,4.50
2025-06-11,43,岐阜,4,6,6,瓦田　勝也,4.62
2025-06-11,43,岐阜,4,7,7,土井　　勲,5.81
2025-06-11,43,岐阜,5,1,5,緒方慎太朗,3.02
2025-06-11,43,岐阜,5,2,1,松尾　　淳,3.06
2025-06-11,43,岐阜,5,3,4,是永　幸寛,3.93
2025-06-11,43,岐阜,5,4,3,藤井　稜也,4.55
2025-06-11,43,岐阜,5,5,2,白川　有司,4.57
2025-06-11,43,岐阜,5,6,6,辻　　　力,5.51
2025-06-11,43,岐阜,5,7,7,檀　　雄二,5.97
2025-06-11,43,岐阜,6,1,1,高橋美沙紀,2.32
2025-06-11,43,岐阜,6,2,3,青木　美優,4.22
2025-06-11,43,岐阜,6,3,5,山口　優依,4.39
2025-06-11,43,岐阜,6,4,2,田中　まい,4.61
2025-06-11,43,岐阜,6,5,6,野寺　　梓,5.49
2025-06-11,43,岐阜,6,6,4,蛯原　杏奈,5.54
2025-06-11,43,岐阜,7,1,1,田中　和磨,3.72
2025-06-11,43,岐阜,7,2,7,藤野　貴章,4.08
2025-06-11,43,岐阜,7,3,6,高谷進太郎,4.34
2025-06-11,43,岐阜,7,4,3,吉成　貴博,4.47
2025-06-11,43,岐阜,7,5,2,真田　　晃,4.70
2025-06-11,43,岐阜,7,6,5,岩城　佑典,5.17
2025-06-11,43,岐阜,7,7,4,蓮井　祐輝,5.39
2025-06-11,43,岐阜,8,1,4,下沖　功児,2.52
2025-06-11,43,岐阜,8,2,5,廣田　敦士,4.15
2025-06-11,43,岐阜,8,3,2,岩本　　純,4.46
2025-06-11,43,岐阜,8,4,7,國武　耕二,4.83
2025-06-11,43,岐阜,8,5,3,茅野　寛史,5.02
2025-06-11,43,岐阜,8,6,6,宮崎　康司,5.82
2025-06-11,43,岐阜,8,7,1,太田　剛司,6.25
2025-06-11,43,岐阜,9,1,2,細中　翔太,1.19
2025-06-11,43,岐阜,9,2,1,寺師　幸成,1.39
2025-06-11,43,岐阜,9,3,7,松本　　定,2.34
2025-06-11,43,岐阜,9,4,4,森崎　英登,2.79
2025-06-11,43,岐阜,9,5,3,佐藤　大地,3.06
2025-06-11,43,岐阜,9,6,5,中村　翔平,3.82
2025-06-11,43,岐阜,9,7,6,布居　　翼,6.46
2025-06-11,43,岐阜,10,1,6,尾方　真生,3.85
2025-06-11,43,岐阜,10,2,2,鈴木　奈央,3.86
2025-06-11,43,岐阜,10,3,7,石井　貴子,4.33
2025-06-11,43,岐阜,10,4,3,宮西　令奈,4.39
2025-06-11,43,岐阜,10,5,4,下条　未悠,4.65
2025-06-11,43,岐阜,10,6,5,岡本　二菜,4.94
2025-06-11,43,岐阜,10,7,1,増田　夕華,5.07
2025-06-11,43,岐阜,11,1,6,谷内　健太,3.00
2025-06-11,43,岐阜,11,2,4,石塚慶一郎,3.78
2025-06-11,43,岐阜,11,3,3,佐野　梅一,4.26
2025-06-11,43,岐阜,11,4,2,森本桂太郎,4.86
2025-06-11,43,岐阜,11,5,1,吉田　茂生,5.57
2025-06-11,43,岐阜,11,6,7,笹倉　慎也,6.04
2025-06-11,43,岐阜,11,7,5,猪俣　康一,6.48
2025-06-11,53,奈良,1,1,4,市村　昌樹,2.31
2025-06-11,53,奈良,1,2,2,日浦　崇道,2.63
2025-06-11,53,奈良,1,3,3,太田　将成,3.08
2025-06-11,53,奈良,1,4,6,梶山裕次郎,3.32
2025-06-11,53,奈良,1,5,5,小笠原昭太,4.34
2025-06-11,53,奈良,1,6,1,戸伏　康夫,5.13
2025-06-11,53,奈良,2,1,7,善利　裕生,2.51
2025-06-11,53,奈良,2,2,1,平川　雅晃,2.69
2025-06-11,53,奈良,2,3,5,柴田功一郎,2.70
2025-06-11,53,奈良,2,4,2,中川　繁樹,3.37
2025-06-11,53,奈良,2,5,4,大久保直也,4.66
2025-06-11,53,奈良,2,6,6,山本　貴章,5.06
2025-06-11,53,奈良,2,7,3,柳原　　司,5.27
2025-06-11,53,奈良,3,1,2,梅田加津也,0.68
2025-06-11,53,奈良,3,2,1,小玉　拓真,2.44
2025-06-11,53,奈良,3,3,3,森川　康輔,2.85
2025-06-11,53,奈良,3,4,4,亀井　久幸,4.07
2025-06-11,53,奈良,3,5,7,宮司　周郎,4.69
2025-06-11,53,奈良,3,6,5,守安　政雄,4.75
2025-06-11,53,奈良,3,7,6,内海　雅夫,4.77
2025-06-11,53,奈良,4,1,5,宮下　一歩,1.52
2025-06-11,53,奈良,4,2,4,原井　剣也,2.67
2025-06-11,53,奈良,4,3,3,坂本　拓也,3.04
2025-06-11,53,奈良,4,4,7,石口　慶多,3.18
2025-06-11,53,奈良,4,5,2,台　　和紀,3.91
2025-06-11,53,奈良,4,6,1,中澤　央治,4.38
2025-06-11,53,奈良,4,7,6,望月　紀男,4.99
2025-06-11,53,奈良,5,1,2,田中　月菜,2.98
2025-06-11,53,奈良,5,2,5,伊藤のぞみ,3.76
2025-06-11,53,奈良,5,3,4,梶田　　舞,3.94
2025-06-11,53,奈良,5,4,6,浦部　郁里,4.30
2025-06-11,53,奈良,5,5,1,木下　　宙,4.44
2025-06-11,53,奈良,5,6,3,田野口佳奈,5.00
2025-06-11,53,奈良,6,1,6,友定　祐己,2.60
2025-06-11,53,奈良,6,2,2,山崎　泰己,2.76
2025-06-11,53,奈良,6,3,3,吉松　直人,4.08
2025-06-11,53,奈良,6,4,1,小林　　令,4.13
2025-06-11,53,奈良,6,5,5,武田　憲祐,5.55
2025-06-11,53,奈良,6,6,4,阿部架惟都,6.28
2025-06-11,53,奈良,7,1,6,瓜生　崇智,1.98
2025-06-11,53,奈良,7,2,1,金ヶ江勇気,3.08
2025-06-11,53,奈良,7,3,3,島村　　匠,3.75
2025-06-11,53,奈良,7,4,5,堀　　僚介,3.93
2025-06-11,53,奈良,7,5,2,竹田　和幸,4.37
2025-06-11,53,奈良,7,6,4,水谷　良和,4.43
2025-06-11,53,奈良,8,1,3,藤井　栄二,2.97
2025-06-11,53,奈良,8,2,7,小酒　大勇,3.01
2025-06-11,53,奈良,8,3,2,中村　圭志,3.06
2025-06-11,53,奈良,8,4,1,岩津　裕介,3.13
2025-06-11,53,奈良,8,5,5,笠松　信幸,3.29
2025-06-11,53,奈良,8,6,6,柿沼　信也,3.97
2025-06-11,53,奈良,8,7,4,小畑　勝広,4.49
2025-06-11,53,奈良,9,1,4,田中　大我,2.24
2025-06-11,53,奈良,9,2,3,川口公太朗,3.87
2025-06-11,53,奈良,9,3,5,荻原　尚人,3.88
2025-06-11,53,奈良,9,4,7,志智　俊夫,4.00
2025-06-11,53,奈良,9,5,1,渡辺　十夢,4.31
2025-06-11,53,奈良,9,6,2,岡村　　潤,4.47
2025-06-11,53,奈良,9,7,6,佐藤　成人,5.15
2025-06-11,53,奈良,10,1,2,松井　優佳,2.43
2025-06-11,53,奈良,10,2,4,永塚　祐子,2.68
2025-06-11,53,奈良,10,3,1,尾崎　　睦,2.77
2025-06-11,53,奈良,10,4,3,高橋　朋恵,3.17
2025-06-11,53,奈良,10,5,7,永禮　美瑠,4.27
2025-06-11,53,奈良,10,6,5,西島　叶子,5.33
2025-06-11,53,奈良,10,7,6,佐々木　綾,6.14
2025-06-11,53,奈良,11,1,7,早坂　秀悟,2.02
2025-06-11,53,奈良,11,2,2,小川将二郎,3.40
2025-06-11,53,奈良,11,3,3,徳永　泰粋,3.86
2025-06-11,53,奈良,11,4,4,花田　将司,4.03
2025-06-11,53,奈良,11,5,1,吉田　篤史,4.27
2025-06-11,53,奈良,11,6,5,小林　信晴,4.75
2025-06-11,53,奈良,11,7,6,作田　悦章,6.00
2025-06-11,53,奈良,12,1,4,神田　紘輔,3.33
2025-06-11,53,奈良,12,2,7,黒沢　征治,3.79
2025-06-11,53,奈良,12,3,5,内藤　宣彦,3.85
2025-06-11,53,奈良,12,4,1,三谷　将太,3.99
2025-06-11,53,奈良,12,5,2,吉田　有希,4.37
2025-06-11,53,奈良,12,6,3,森田　優弥,4.40
2025-06-11,53,奈良,12,7,6,末木　浩二,4.46
2025-06-11,61,玉野,1,1,2,夏目　新吾,2.41
2025-06-11,61,玉野,1,2,7,東　　鉄也,2.77
2025-06-11,61,玉野,1,3,1,松岡晋乃介,3.37
2025-06-11,61,玉野,1,4,4,清水　広幸,3.94
2025-06-11,61,玉野,1,5,3,小出　慎也,4.30
2025-06-11,61,玉野,1,6,6,野口　修平,4.39
2025-06-11,61,玉野,1,7,5,西谷　岳文,5.55
2025-06-11,61,玉野,2,1,4,小玉　勇一,1.55
2025-06-11,61,玉野,2,2,1,吉田　彰久,2.47
2025-06-11,61,玉野,2,3,5,三槻　智清,3.29
2025-06-11,61,玉野,2,4,7,高田　大輔,3.90
2025-06-11,61,玉野,2,5,2,矢田　　晋,4.66
2025-06-11,61,玉野,2,6,3,丹波　孝佑,4.72
2025-06-11,61,玉野,2,7,6,北浦　弘幹,6.01
2025-06-11,61,玉野,3,1,4,渋谷　　海,1.99
2025-06-11,61,玉野,3,2,3,山崎　岳志,3.48
2025-06-11,61,玉野,3,3,5,野村　純宏,3.52
2025-06-11,61,玉野,3,4,7,梁島　邦友,3.65
2025-06-11,61,玉野,3,5,1,岡崎　景介,4.10
2025-06-11,61,玉野,3,6,6,櫻井　宏智,5.10
2025-06-11,61,玉野,3,7,2,荒澤　貴史,5.64
2025-06-11,61,玉野,4,1,7,菊池竣太朗,1.25
2025-06-11,61,玉野,4,2,4,田原　宥明,3.38
2025-06-11,61,玉野,4,3,2,引地　正人,3.43
2025-06-11,61,玉野,4,4,3,稲葉　一真,3.46
2025-06-11,61,玉野,4,5,5,山崎　駿哉,3.86
2025-06-11,61,玉野,4,6,1,加倉　正義,4.23
2025-06-11,61,玉野,4,7,6,三木　健治,5.56
2025-06-11,61,玉野,5,1,1,小笠原　光,1.56
2025-06-11,61,玉野,5,2,5,鈴木　謙二,2.96
2025-06-11,61,玉野,5,3,7,合志　正臣,3.57
2025-06-11,61,玉野,5,4,2,松岡　孝高,3.73
2025-06-11,61,玉野,5,5,6,吉岡伸太郎,4.02
2025-06-11,61,玉野,5,6,4,鳥越　靖弘,4.23
2025-06-11,61,玉野,5,7,3,米澤　大輔,5.66
2025-06-11,61,玉野,6,1,4,松本　詩乃,2.79
2025-06-11,61,玉野,6,2,1,出口　倫子,3.40
2025-06-11,61,玉野,6,3,3,又多　風緑,3.78
2025-06-11,61,玉野,6,4,5,三宅　玲奈,4.53
2025-06-11,61,玉野,6,5,6,大久保花梨,4.61
2025-06-11,61,玉野,6,6,7,戸田　瑞姫,4.89
2025-06-11,61,玉野,6,7,2,川路　遥香,4.97
2025-06-11,61,玉野,7,1,6,當銘　直美,3.03
2025-06-11,61,玉野,7,2,2,磯村　光舞,3.25
2025-06-11,61,玉野,7,3,7,豊岡　英子,3.39
2025-06-11,61,玉野,7,4,5,久米　　詩,3.64
2025-06-11,61,玉野,7,5,3,是永ゆうき,4.04
2025-06-11,61,玉野,7,6,1,浜地　晴帆,4.09
2025-06-11,61,玉野,7,7,4,佐藤　友香,5.80
2025-06-11,61,玉野,8,1,5,神田　　龍,3.26
2025-06-11,61,玉野,8,2,7,片折　亮太,3.40
2025-06-11,61,玉野,8,3,4,鰐淵　圭佑,3.62
2025-06-11,61,玉野,8,4,3,中野　雄喜,3.67
2025-06-11,61,玉野,8,5,2,長屋　秀明,4.33
2025-06-11,61,玉野,8,6,1,星野　辰也,5.00
2025-06-11,61,玉野,8,7,6,北川大五郎,5.59
2025-06-11,61,玉野,9,1,4,内山　貴裕,3.26
2025-06-11,61,玉野,9,2,2,久樹　克門,3.75
2025-06-11,61,玉野,9,3,1,張野　幸聖,4.61
2025-06-11,61,玉野,9,4,5,板垣　　昴,4.63
2025-06-11,61,玉野,9,5,6,和田　誠寿,5.29
2025-06-11,61,玉野,9,6,3,蒔田　英彦,5.36
2025-06-11,61,玉野,9,7,7,大木　雅也,6.59
2025-06-11,61,玉野,10,1,7,竹村　勇祐,3.10
2025-06-11,61,玉野,10,2,2,山根　将太,3.39
2025-06-11,61,玉野,10,3,1,伏見　俊昭,3.56
2025-06-11,61,玉野,10,4,4,星野　洋輝,3.80
2025-06-11,61,玉野,10,5,3,上野　優太,3.82
2025-06-11,61,玉野,10,6,6,戸田　洋平,5.01
